Referencia Bancaria;Sucursal;Fecha De La Orden;Métodos De Pago;Pago Previo $;Tasa Bs/$;Pago Previo Bs;Order Id
979462411;2 Doce Market - Las Mercedes;2/4/2026;CreditsPagoMovilV2;$3.15;474.06;1,493.29;18875172
706473325;2 Doce Market - Las Mercedes;2/4/2026;CreditsPagoMovilV2;$1.40;474.06;666.05;18875833
706473325;2 Doce Market - Las Mercedes;2/4/2026;CreditsPagoMovilV2;$12.04;474.06;5,708.63;18875794
20710563;2 Doce Market - Las Mercedes;2/4/2026;megasoft;$4.74;474.06;2,248.47;18875945
979462411;2 Doce Market - Las Mercedes;2/4/2026;CreditsPagoMovilV2;$10.44;474.06;4,949.19;18870585
20710563;2 Doce Market - Las Mercedes;2/4/2026;punto_de_venta;$3.69;474.06;1,749.28;18870584
20710563;2 Doce Market - Las Mercedes;2/4/2026;InstantDebit;$9.27;474.06;4,394.54;18876407
20710563;2 Doce Market - Las Mercedes;2/4/2026;InstantDebit;$8.80;474.06;4,169.83;18871481
20710563;2 Doce Market - Las Mercedes;2/4/2026;InstantDebit;$1.98;474.06;938.64;18876381
20710563;2 Doce Market - Las Mercedes;1/4/2026;megasoft;$10.80;473.92;5,118.34;18869665
20710563;2 Doce Market - Las Mercedes;1/4/2026;InstantDebit;$2.14;473.87;1,015.03;18863638
20710563;2 Doce Market - Las Mercedes;1/4/2026;megasoft;$64.78;473.92;30,701.49;18870104
182769500;2 Doce Market - Las Mercedes;1/4/2026;CreditsPagoMovilV2;$9.00;473.92;4,265.28;18863749
20710563;2 Doce Market - Las Mercedes;1/4/2026;InstantDebit;$11.45;473.92;5,425.44;18868383
160341170;2 Doce Market - Las Mercedes;1/4/2026;CreditsPagoMovilV2;$5.89;473.92;2,791.39;18870401
20710563;2 Doce Market - Las Mercedes;1/4/2026;InstantDebit;$5.40;473.92;2,559.17;18870395
20710563;2 Doce Market - Las Mercedes;1/4/2026;megasoft;$10.79;473.92;5,114.07;18869044
160341170;2 Doce Market - Las Mercedes;1/4/2026;CreditsPagoMovilV2;$1.54;473.92;729.36;18869835
20710563;2 Doce Market - Las Mercedes;1/4/2026;megasoft;$7.04;473.92;3,336.4;18870250
20710563;2 Doce Market - Las Mercedes;1/4/2026;InstantDebit;$6.30;473.92;2,985.7;18870150
102828318;2 Doce Market - Las Mercedes;31/3/2026;CreditsPagoMovilV2;$10.97;473.87;5,198.35;18858765
17361095;2 Doce Market - Las Mercedes;31/3/2026;megasoft;$1.06;473.87;504.2;18856456
17361095;2 Doce Market - Las Mercedes;31/3/2026;punto_de_venta;$7.20;473.87;3,411.86;18856378
17361095;2 Doce Market - Las Mercedes;31/3/2026;megasoft;$16.18;473.87;7,668.16;18863411
102828318;2 Doce Market - Las Mercedes;31/3/2026;CreditsPagoMovilV2;$0.99;473.87;469.13;18857566
468947603;2 Doce Market - Las Mercedes;31/3/2026;CreditsPagoMovilV2;$6.94;473.87;3,288.18;18862785
468947603;2 Doce Market - Las Mercedes;31/3/2026;CreditsPagoMovilV2;$3.15;473.87;1,492.69;18863630
17361095;2 Doce Market - Las Mercedes;31/3/2026;megasoft;$3.11;473.87;1,471.37;18859808
17361095;2 Doce Market - Las Mercedes;31/3/2026;InstantDebit;$2.15;473.87;1,019.29;18863296
102828318;2 Doce Market - Las Mercedes;31/3/2026;CreditsPagoMovilV2;$5.13;473.87;2,430.95;18856529
17361095;2 Doce Market - Las Mercedes;31/3/2026;megasoft;$1.18;473.87;559.17;18856711
17361095;2 Doce Market - Las Mercedes;31/3/2026;megasoft;$1.56;473.87;737.34;18862100
17361095;2 Doce Market - Las Mercedes;31/3/2026;InstantDebit;$15.48;473.87;7,335.51;18860029
940054762;2 Doce Market - Las Mercedes;30/3/2026;megasoft;$3.69;471.7;1,740.57;18855977
940054762;2 Doce Market - Las Mercedes;30/3/2026;megasoft;$5.56;471.7;2,622.65;18855888
213402358;2 Doce Market - Las Mercedes;30/3/2026;CreditsPagoMovilV2;$0.82;471.7;386.79;18856268
940054762;2 Doce Market - Las Mercedes;30/3/2026;megasoft;$6.93;471.7;3,268.88;18852567
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$2.48;471.7;1,169.82;18850375
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$1.23;471.7;580.66;18852196
213402358;2 Doce Market - Las Mercedes;30/3/2026;CreditsPagoMovilV2;$6.97;471.7;3,287.75;18856141
940054762;2 Doce Market - Las Mercedes;30/3/2026;punto_de_venta;$0.53;471.7;250.;18851521
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$2.06;471.7;972.17;18852813
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$5.47;471.7;2,581.14;18853804
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$21.00;471.7;9,904.28;18855382
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$5.12;471.7;2,416.99;18853934
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$7.96;471.7;3,752.85;18855690
940054762;2 Doce Market - Las Mercedes;30/3/2026;InstantDebit;$3.60;471.7;1,698.12;18856098
16133612;2 Doce Market - Las Mercedes;29/3/2026;megasoft;$8.19;471.7;3,863.22;18850083
16133612;2 Doce Market - Las Mercedes;29/3/2026;megasoft;$3.40;471.7;1,603.78;18842740
231188778;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$9.90;471.7;4,669.83;18850011
16133612;2 Doce Market - Las Mercedes;29/3/2026;InstantDebit;$2.88;471.7;1,358.5;18849729
16133612;2 Doce Market - Las Mercedes;29/3/2026;InstantDebit;$0.95;471.7;448.11;18842665
16133612;2 Doce Market - Las Mercedes;29/3/2026;InstantDebit;$1.73;471.7;815.1;18845067
790524846;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$49.94;471.7;23,557.17;18845313
16133612;2 Doce Market - Las Mercedes;29/3/2026;megasoft;$4.43;471.7;2,089.63;18847887
231188778;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$3.69;471.7;1,740.57;18850082
231188778;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$7.65;471.7;3,608.51;18849159
790524846;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$3.69;471.7;1,740.57;18846037
231188778;2 Doce Market - Las Mercedes;29/3/2026;CreditsPagoMovilV2;$4.80;471.7;2,264.16;18849364
374463449;2 Doce Market - Las Mercedes;28/3/2026;CreditsPagoMovilV2;$3.69;471.7;1,740.57;18842724
16133612;2 Doce Market - Las Mercedes;28/3/2026;InstantDebit;$1.39;471.7;658.02;18842517
16133612;2 Doce Market - Las Mercedes;28/3/2026;megasoft;$4.00;471.7;1,886.8;18842107
16133612;2 Doce Market - Las Mercedes;28/3/2026;megasoft;$12.15;471.7;5,731.15;18842638
374463449;2 Doce Market - Las Mercedes;28/3/2026;CreditsPagoMovilV2;$22.40;471.7;10,566.55;18842624
16133612;2 Doce Market - Las Mercedes;28/3/2026;InstantDebit;$1.78;471.7;837.74;18842489
16133612;2 Doce Market - Las Mercedes;28/3/2026;InstantDebit;$28.08;471.7;13,245.34;18842448
16133612;2 Doce Market - Las Mercedes;28/3/2026;InstantDebit;$0.93;471.7;439.62;18842258
16133612;2 Doce Market - Las Mercedes;28/3/2026;punto_de_venta;$8.64;471.7;4,075.49;18841099
16133612;2 Doce Market - Las Mercedes;28/3/2026;InstantDebit;$10.79;471.7;5,090.11;18840222
374463449;2 Doce Market - Las Mercedes;28/3/2026;CreditsPagoMovilV2;$18.00;471.7;8,490.6;18842659
16133612;2 Doce Market - Las Mercedes;28/3/2026;megasoft;$24.29;471.7;11,458.06;18842364
374463449;2 Doce Market - Las Mercedes;28/3/2026;CreditsPagoMovilV2;$8.93;471.7;4,211.34;18842677
16133612;2 Doce Market - Las Mercedes;28/3/2026;punto_de_venta;$4.59;471.7;2,165.1;18841702
374463449;2 Doce Market - Las Mercedes;28/3/2026;CreditsPagoMovilV2;$7.21;471.7;3,400.49;18841945
16133612;2 Doce Market - Las Mercedes;27/3/2026;megasoft;$6.86;468.51;3,214.03;18830614
16133612;2 Doce Market - Las Mercedes;27/3/2026;InstantDebit;$2.12;468.51;995.12;18834098
687402270;2 Doce Market - Las Mercedes;27/3/2026;CreditsPagoMovilV2;$2.10;468.51;984.34;18833949
16133612;2 Doce Market - Las Mercedes;27/3/2026;InstantDebit;$2.80;468.51;1,310.89;18833665
406264681;2 Doce Market - Las Mercedes;27/3/2026;CreditsPagoMovilV2;$3.11;468.51;1,456.13;18832218
16133612;2 Doce Market - Las Mercedes;27/3/2026;megasoft;$4.50;468.51;2,108.3;18832813
406264681;2 Doce Market - Las Mercedes;27/3/2026;CreditsPagoMovilV2;$4.14;468.51;1,939.63;18830413
16133612;2 Doce Market - Las Mercedes;27/3/2026;InstantDebit;$5.74;468.51;2,690.18;18830453
16133612;2 Doce Market - Las Mercedes;27/3/2026;megasoft;$2.88;466.6;1,343.81;18824688
16133612;2 Doce Market - Las Mercedes;27/3/2026;punto_de_venta;$3.21;468.51;1,505.32;18834019
16133612;2 Doce Market - Las Mercedes;27/3/2026;InstantDebit;$3.42;468.51;1,602.3;18834193
860738859;2 Doce Market - Las Mercedes;26/3/2026;CreditsPagoMovilV2;$9.28;466.6;4,330.05;18821566
665676197;2 Doce Market - Las Mercedes;26/3/2026;CreditsPagoMovilV2;$8.82;466.6;4,115.41;18824527
665676197;2 Doce Market - Las Mercedes;26/3/2026;CreditsPagoMovilV2;$8.54;466.6;3,985.23;18824631
14053459;2 Doce Market - Las Mercedes;26/3/2026;InstantDebit;$1.68;466.6;783.89;18822878
860738859;2 Doce Market - Las Mercedes;26/3/2026;CreditsPagoMovilV2;$3.12;462.67;1,443.53;18818392
14053459;2 Doce Market - Las Mercedes;26/3/2026;InstantDebit;$9.31;466.6;4,342.18;18821023
14053459;2 Doce Market - Las Mercedes;26/3/2026;megasoft;$1.08;466.6;503.93;18821795
860738859;2 Doce Market - Las Mercedes;26/3/2026;CreditsPagoMovilV2;$5.76;466.6;2,687.62;18818481
13367761;2 Doce Market - Las Mercedes;25/3/2026;InstantDebit;$26.78;462.67;12,392.15;18818284
13367761;2 Doce Market - Las Mercedes;25/3/2026;InstantDebit;$1.25;462.67;578.8;18816253
3795305;2 Doce Market - Las Mercedes;25/3/2026;CreditsPagoMovilV2;$81.00;462.67;37,476.27;18818215
13367761;2 Doce Market - Las Mercedes;25/3/2026;megasoft;$5.42;462.67;2,507.67;18815906
3795305;2 Doce Market - Las Mercedes;25/3/2026;CreditsPagoMovilV2;$4.46;462.67;2,065.36;18818231
12671011;2 Doce Market - Las Mercedes;24/3/2026;InstantDebit;$8.48;459.45;3,895.22;18806901
3791709;2 Doce Market - Las Mercedes;24/3/2026;CreditsPagoMovilV2;$3.15;459.45;1,445.89;18812323
12671011;2 Doce Market - Las Mercedes;24/3/2026;InstantDebit;$9.36;459.45;4,300.45;18812883
12671011;2 Doce Market - Las Mercedes;24/3/2026;megasoft;$2.92;459.45;1,341.59;18806910
12671011;2 Doce Market - Las Mercedes;24/3/2026;megasoft;$9.00;459.45;4,135.05;18812520
12671011;2 Doce Market - Las Mercedes;24/3/2026;megasoft;$0.74;459.45;339.99;18806930
12671011;2 Doce Market - Las Mercedes;24/3/2026;punto_de_venta;$4.32;459.45;1,984.82;18811094
12671011;2 Doce Market - Las Mercedes;24/3/2026;InstantDebit;$11.40;459.45;5,237.73;18812349
12671011;2 Doce Market - Las Mercedes;24/3/2026;punto_de_venta;$16.67;459.45;7,658.11;18812301
3791709;2 Doce Market - Las Mercedes;24/3/2026;CreditsPagoMovilV2;$4.10;459.45;1,881.45;18811373
3791709;2 Doce Market - Las Mercedes;24/3/2026;CreditsPagoMovilV2;$3.94;459.45;1,812.53;18812794
12671011;2 Doce Market - Las Mercedes;24/3/2026;punto_de_venta;$13.50;459.45;6,202.57;18811335
12671011;2 Doce Market - Las Mercedes;24/3/2026;InstantDebit;$4.04;459.45;1,856.64;18812200
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$3.42;457.08;1,563.21;18806724
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$13.06;457.08;5,969.01;18801801
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$37.05;457.08;16,936.19;18801817
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$3.14;457.08;1,435.69;18803476
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$9.76;457.08;4,459.27;18803402
12005769;2 Doce Market - Las Mercedes;23/3/2026;InstantDebit;$3.42;457.08;1,563.21;18806267
12005769;2 Doce Market - Las Mercedes;23/3/2026;punto_de_venta;$7.11;457.08;3,249.84;18806519
12005769;2 Doce Market - Las Mercedes;23/3/2026;InstantDebit;$10.36;457.08;4,734.89;18806221
3788839;2 Doce Market - Las Mercedes;23/3/2026;CreditsPagoMovilV2;$12.00;457.08;5,484.96;18806505
12005769;2 Doce Market - Las Mercedes;23/3/2026;InstantDebit;$2.78;457.08;1,271.14;18804726
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$8.55;457.08;3,908.03;18800544
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$6.14;457.08;2,806.43;18794022
11420674;2 Doce Market - Las Mercedes;22/3/2026;InstantDebit;$7.65;457.08;3,496.66;18798472
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$0.43;457.08;197.46;18794065
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$10.53;457.08;4,813.05;18796635
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$5.35;457.08;2,447.66;18799452
11420674;2 Doce Market - Las Mercedes;22/3/2026;InstantDebit;$16.04;457.08;7,330.65;18800123
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$23.76;457.08;10,860.22;18801127
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$5.37;457.08;2,455.89;18797154
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$2.55;457.08;1,165.55;18796655
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$5.40;457.08;2,468.23;18801643
11420674;2 Doce Market - Las Mercedes;22/3/2026;punto_de_venta;$23.13;457.08;10,572.26;18801631
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$5.49;457.08;2,509.37;18801761
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$9.07;457.08;4,146.63;18801537
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$3.69;457.08;1,686.63;18798820
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$5.40;457.08;2,468.23;18795161
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$9.90;457.08;4,525.09;18798260
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$11.34;457.08;5,183.29;18799547
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$5.10;457.08;2,331.11;18793947
11420674;2 Doce Market - Las Mercedes;22/3/2026;megasoft;$9.73;457.08;4,447.34;18798585
11420674;2 Doce Market - Las Mercedes;22/3/2026;InstantDebit;$5.85;457.08;2,673.92;18795602
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$19.61;457.08;8,965.17;18796787
3786138;2 Doce Market - Las Mercedes;22/3/2026;CreditsPagoMovilV2;$7.08;457.08;3,237.5;18801477
11420674;2 Doce Market - Las Mercedes;21/3/2026;InstantDebit;$11.25;457.08;5,142.15;18793823
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$1.35;457.08;617.06;18793691
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$4.43;457.08;2,024.86;18792525
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$5.76;457.08;2,632.78;18791408
11420674;2 Doce Market - Las Mercedes;21/3/2026;InstantDebit;$6.80;457.08;3,108.14;18791325
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$6.12;457.08;2,797.33;18793444
11420674;2 Doce Market - Las Mercedes;21/3/2026;InstantDebit;$10.11;457.08;4,619.71;18793277
11420674;2 Doce Market - Las Mercedes;21/3/2026;InstantDebit;$56.62;457.08;25,879.41;18793255
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$32.39;455.25;14,746.;18785354
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$2.72;457.08;1,245.09;18793037
11420674;2 Doce Market - Las Mercedes;21/3/2026;megasoft;$7.19;457.08;3,286.36;18792190
3785447;2 Doce Market - Las Mercedes;21/3/2026;CreditsPagoMovilV2;$5.85;457.08;2,673.92;18793467
11420674;2 Doce Market - Las Mercedes;21/3/2026;InstantDebit;$5.40;457.08;2,468.23;18793468
11420674;2 Doce Market - Las Mercedes;20/3/2026;punto_de_venta;$19.17;455.25;8,727.14;18783480
11420674;2 Doce Market - Las Mercedes;20/3/2026;InstantDebit;$15.10;455.25;6,875.19;18784568
11420674;2 Doce Market - Las Mercedes;20/3/2026;InstantDebit;$5.22;455.25;2,376.4;18783498
11420674;2 Doce Market - Las Mercedes;20/3/2026;megasoft;$3.21;455.25;1,462.72;18783951
11420674;2 Doce Market - Las Mercedes;20/3/2026;megasoft;$11.47;455.25;5,223.99;18777617
11420674;2 Doce Market - Las Mercedes;20/3/2026;punto_de_venta;$4.41;455.25;2,007.65;18778332
3781306;2 Doce Market - Las Mercedes;20/3/2026;CreditsPagoMovilV2;$11.29;455.25;5,137.95;18780365
3781306;2 Doce Market - Las Mercedes;20/3/2026;CreditsPagoMovilV2;$8.41;455.25;3,826.83;18779199
11420674;2 Doce Market - Las Mercedes;20/3/2026;InstantDebit;$23.60;455.25;10,742.08;18784098
3781306;2 Doce Market - Las Mercedes;20/3/2026;CreditsPagoMovilV2;$14.04;455.25;6,391.71;18785204
3781306;2 Doce Market - Las Mercedes;20/3/2026;CreditsPagoMovilV2;$7.38;455.25;3,359.74;18785296
9904320;2 Doce Market - Las Mercedes;19/3/2026;megasoft;$13.50;455.25;6,145.88;18772431
3778272;2 Doce Market - Las Mercedes;19/3/2026;CreditsPagoMovilV2;$3.42;455.25;1,556.95;18775098
9904320;2 Doce Market - Las Mercedes;19/3/2026;megasoft;$2.89;455.25;1,315.22;18774592
3778272;2 Doce Market - Las Mercedes;19/3/2026;CreditsPagoMovilV2;$15.81;455.25;7,198.87;18771816
9904320;2 Doce Market - Las Mercedes;18/3/2026;punto_de_venta;$1.30;451.51;589.22;18768187
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$7.20;451.51;3,250.87;18762932
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$0.72;451.51;325.09;18771012
9904320;2 Doce Market - Las Mercedes;18/3/2026;megasoft;$2.93;451.51;1,322.92;18768540
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$0.63;451.51;284.45;18769026
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$11.40;451.51;5,147.21;18767403
9904320;2 Doce Market - Las Mercedes;18/3/2026;megasoft;$6.74;451.51;3,043.63;18767922
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$9.00;451.51;4,063.59;18771380
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$2.34;451.51;1,056.53;18766850
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$15.41;451.51;6,956.87;18770275
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$8.42;451.51;3,799.46;18770618
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$2.33;451.51;1,052.47;18771030
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$0.90;451.51;406.36;18771258
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$4.28;451.51;1,934.27;18766688
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$5.76;451.51;2,600.7;18770720
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$8.10;451.51;3,655.88;18770264
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$11.60;451.51;5,237.52;18766330
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$10.03;451.51;4,528.19;18771309
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$0.72;451.51;325.09;18770813
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$13.32;451.51;6,014.11;18771564
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$3.42;451.51;1,544.16;18771217
9904320;2 Doce Market - Las Mercedes;18/3/2026;InstantDebit;$3.60;451.51;1,625.44;18769979
3775498;2 Doce Market - Las Mercedes;18/3/2026;CreditsPagoMovilV2;$11.96;451.51;5,400.51;18770856
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$7.79;448.37;3,494.6;18759880
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$3.70;448.37;1,658.52;18761049
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$13.68;448.37;6,133.7;18761275
8857263;2 Doce Market - Las Mercedes;17/3/2026;InstantDebit;$3.69;448.37;1,654.49;18761913
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$32.39;448.37;14,523.15;18761445
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$14.04;448.37;6,295.11;18760627
8857263;2 Doce Market - Las Mercedes;17/3/2026;megasoft;$21.55;448.37;9,660.58;18759390
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$3.69;448.37;1,654.49;18762052
8857263;2 Doce Market - Las Mercedes;17/3/2026;InstantDebit;$11.23;448.37;5,036.09;18759823
3771542;2 Doce Market - Las Mercedes;17/3/2026;CreditsPagoMovilV2;$4.05;448.37;1,815.9;18761882
8857263;2 Doce Market - Las Mercedes;17/3/2026;megasoft;$12.02;448.37;5,391.2;18761211
8857263;2 Doce Market - Las Mercedes;17/3/2026;InstantDebit;$7.28;448.37;3,264.58;18759544
8857263;2 Doce Market - Las Mercedes;17/3/2026;megasoft;$4.37;448.37;1,961.17;18759906
8857263;2 Doce Market - Las Mercedes;17/3/2026;InstantDebit;$9.00;448.37;4,035.33;18761036
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$3.05;446.8;1,360.51;18753367
3768736;2 Doce Market - Las Mercedes;16/3/2026;CreditsPagoMovilV2;$20.52;446.8;9,168.34;18754083
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$17.24;446.8;7,700.6;18751780
3768736;2 Doce Market - Las Mercedes;16/3/2026;CreditsPagoMovilV2;$21.31;446.8;9,522.2;18754968
8379371;2 Doce Market - Las Mercedes;16/3/2026;megasoft;$3.69;446.8;1,648.69;18750065
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$13.50;446.8;6,031.8;18754757
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$3.39;446.8;1,513.31;18752606
3768736;2 Doce Market - Las Mercedes;16/3/2026;CreditsPagoMovilV2;$8.10;446.8;3,619.08;18754702
3768736;2 Doce Market - Las Mercedes;16/3/2026;CreditsPagoMovilV2;$14.04;446.8;6,273.07;18754369
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$6.49;446.8;2,899.29;18751497
3768736;2 Doce Market - Las Mercedes;16/3/2026;CreditsPagoMovilV2;$3.69;446.8;1,648.69;18755049
8379371;2 Doce Market - Las Mercedes;16/3/2026;InstantDebit;$7.20;446.8;3,216.96;18754953
7894232;2 Doce Market - Las Mercedes;15/3/2026;InstantDebit;$2.52;446.8;1,125.94;18742575
7894232;2 Doce Market - Las Mercedes;15/3/2026;InstantDebit;$3.83;446.8;1,711.69;18749540
3766110;2 Doce Market - Las Mercedes;15/3/2026;CreditsPagoMovilV2;$48.24;446.8;21,553.63;18742612
7894232;2 Doce Market - Las Mercedes;15/3/2026;megasoft;$9.34;446.8;4,171.32;18742525
3766110;2 Doce Market - Las Mercedes;15/3/2026;CreditsPagoMovilV2;$7.65;446.8;3,418.02;18749433
7894232;2 Doce Market - Las Mercedes;15/3/2026;InstantDebit;$34.96;446.8;15,622.36;18749566
7894232;2 Doce Market - Las Mercedes;15/3/2026;punto_de_venta;$7.18;446.8;3,208.07;18744616
3766110;2 Doce Market - Las Mercedes;15/3/2026;CreditsPagoMovilV2;$3.69;446.8;1,648.69;18744549
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$2.88;446.8;1,286.78;18740943
7894232;2 Doce Market - Las Mercedes;14/3/2026;punto_de_venta;$5.04;446.8;2,251.87;18734169
7894232;2 Doce Market - Las Mercedes;14/3/2026;InstantDebit;$10.85;446.8;4,845.55;18742043
7894232;2 Doce Market - Las Mercedes;14/3/2026;InstantDebit;$5.80;446.8;2,593.67;18734373
7894232;2 Doce Market - Las Mercedes;14/3/2026;megasoft;$7.56;446.8;3,377.81;18741859
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$7.65;446.8;3,418.02;18741841
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$6.68;446.8;2,983.73;18737947
7894232;2 Doce Market - Las Mercedes;14/3/2026;megasoft;$32.39;446.8;14,472.3;18739229
7894232;2 Doce Market - Las Mercedes;14/3/2026;InstantDebit;$18.26;446.8;8,159.01;18739379
7894232;2 Doce Market - Las Mercedes;14/3/2026;punto_de_venta;$3.01;446.8;1,343.08;18734870
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$3.69;446.8;1,648.69;18741225
7894232;2 Doce Market - Las Mercedes;14/3/2026;megasoft;$27.81;443.26;12,327.06;18733890
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$7.38;446.8;3,297.38;18741149
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$6.84;446.8;3,056.11;18740466
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$5.10;446.8;2,278.68;18741871
7894232;2 Doce Market - Las Mercedes;14/3/2026;punto_de_venta;$68.77;443.26;30,482.55;18733917
3765373;2 Doce Market - Las Mercedes;14/3/2026;CreditsPagoMovilV2;$4.50;446.8;2,010.6;18740685
7894232;2 Doce Market - Las Mercedes;14/3/2026;InstantDebit;$2.43;446.8;1,085.72;18738780
3760836;2 Doce Market - Las Mercedes;13/3/2026;CreditsPagoMovilV2;$6.17;443.26;2,736.69;18730019
3760836;2 Doce Market - Las Mercedes;13/3/2026;CreditsPagoMovilV2;$16.04;443.26;7,109.;18733136
7894232;2 Doce Market - Las Mercedes;13/3/2026;InstantDebit;$9.55;443.26;4,233.13;18730483
3760836;2 Doce Market - Las Mercedes;13/3/2026;CreditsPagoMovilV2;$3.28;443.26;1,454.78;18727331
7894232;2 Doce Market - Las Mercedes;13/3/2026;megasoft;$22.50;443.26;9,973.35;18729214
3760836;2 Doce Market - Las Mercedes;13/3/2026;CreditsPagoMovilV2;$7.65;443.26;3,390.94;18732288
